text,text_squish,text_joined,rank,name,title,first,middle,last,suffix,first_clean,firstlast
COM:,COM:,COM: Max,COM, Max,,Max,,,,Max,Max 
LAB;,LAB;,LAB; Edward,LAB, Edward,,Edward,,,,Edward,Edward 
PAO:,PAO:,PAO: Lynn H. Noah,PAO, Lynn H. Noah,,Lynn,H.,Noah,,Lynn,Lynn Noah
POL:,POL:,POL: William,POL, William,,William,,,,William,William 
CON:,CON:,CON: Thomas,CON, Thomas,,Thomas,,,,Thomas,Thomas 
AMB:,AMB:,AMB: Evan G. Galbraith,AMB, Evan G. Galbraith,,Evan,G.,Galbraith,,Evan,Evan Galbraith
CON:,CON:,CON: William D. Morgan,CON, William D. Morgan,,William,D.,Morgan,,William,William Morgan
DCM:,DCM:,DCM: Christian,DCM, Christian,,Christian,,,,Christian,Christian 
ADM:,ADM:,ADM: Charles E. Emmons,ADM, Charles E. Emmons,,Charles,E.,Emmons,,Charles,Charles Emmons
ECO:,ECO:,ECO: Michael,ECO, Michael,,Michael,,,,Michael,Michael 
RSO:,RSO:,RSO: Mark E. Mulvey,RSO, Mark E. Mulvey,,Mark,E.,Mulvey,,Mark,Mark Mulvey
FIN:,FIN:,FIN: Edgar J. Gordon,FIN, Edgar J. Gordon,,Edgar,J.,Gordon,,Edgar,Edgar Gordon
SCI:,SCI:,SCI: Abraham S.,SCI, Abraham S.,,Abraham,,S.,,Abraham,Abraham S.
COM:,COM:,COM: Roderick,COM, Roderick,,Roderick,,,,Roderick,Roderick 
POL.,POL.,POL. Francis,POL, Francis,,Francis,,,,Francis,Francis 
AGR:,AGR:,AGR: Frank Padovano,AGR, Frank Padovano,,Frank,,Padovano,,Frank,Frank Padovano
LAB:,LAB:,LAB: John O. Grimes,LAB, John O. Grimes,,John,O.,Grimes,,John,John Grimes
PAO:,PAO:,PAO: John L. Hedges,PAO, John L. Hedges,,John,L.,Hedges,,John,John Hedges
TRADE DIV:,TRADE DIV:,TRADE DIV: Carol K. Stocker,TRADE DIV, Carol K. Stocker,,Carol,K.,Stocker,,Carol,Carol Stocker
ADM OFF:,ADM OFF:,ADM OFF: Kenneth N. Peltier,ADM OFF, Kenneth N. Peltier,,Kenneth,N.,Peltier,,Kenneth,Kenneth Peltier
SCI ATT.,SCI ATT.,SCI ATT. Robert Morris,SCI ATT, Robert Morris,,Robert,,Morris,,Robert,Robert Morris
AGR COUNS:,AGR COUNS:,"AGR COUNS: Fred A. Mangum, Jr.",AGR COUNS," Fred A. Mangum, Jr.",,Fred,A.,Mangum,Jr.,Fred,Fred Mangum
US REP DAC.,US REP DAC.,US REP DAC. Kenneth M. Kauffman,US REP DAC, Kenneth M. Kauffman,,Kenneth,M.,Kauffman,,Kenneth,Kenneth Kauffman
CARIBBEAN DEPT.,CARIBBEAN DEPT.,CARIBBEAN DEPT. US MISSION TO THE UNITED NATIONS EDUCA,CARIBBEAN DEPT, US MISSION TO THE UNITED NATIONS EDUCA,US,MISSION,TO THE UNITED NATIONS,EDUCA,,MISSION,MISSION EDUCA
US REP:,US REP:,US REP: Amb. Jean B. Gerard,US REP, Amb. Jean B. Gerard,Amb.,Jean,B.,Gerard,,Jean,Jean Gerard
DEP:,DEP:,DEP: Elkin Taylor,DEP, Elkin Taylor,,Elkin,,Taylor,,Elkin,Elkin Taylor
CG:,CG:,CG: Charles T. Sylvester,CG, Charles T. Sylvester,,Charles,T.,Sylvester,,Charles,Charles Sylvester
CON:,CON:,CON: Douglas B. Leonnig,CON, Douglas B. Leonnig,,Douglas,B.,Leonnig,,Douglas,Douglas Leonnig
CG:,CG:,CG: Carroll L. Floyd,CG, Carroll L. Floyd,,Carroll,L.,Floyd,,Carroll,Carroll Floyd
CON:,CON:,CON: Guyle E. Cavin,CON, Guyle E. Cavin,,Guyle,E.,Cavin,,Guyle,Guyle Cavin
CG:,CG:,CG: Edward M. Sacchet,CG, Edward M. Sacchet,,Edward,M.,Sacchet,,Edward,Edward Sacchet
CON:,CON:,CON: Phyllis S. Anderson,CON, Phyllis S. Anderson,,Phyllis,S.,Anderson,,Phyllis,Phyllis Anderson
CG:,CG:,CG: Robert O. Homme,CG, Robert O. Homme,,Robert,O.,Homme,,Robert,Robert Homme
CON:,CON:,CON: Richard A. Dwyer,CON, Richard A. Dwyer,,Richard,A.,Dwyer,,Richard,Richard Dwyer
LAB;,LAB;,LAB; Anthony,LAB, Anthony,,Anthony,,,,Anthony,Anthony 
AMB:,AMB:,AMB: Francis T. McNamara,AMB, Francis T. McNamara,,Francis,T.,McNamara,,Francis,Francis McNamara
ADM:,ADM:,ADM: Peter F. Spalding,ADM, Peter F. Spalding,,Peter,F.,Spalding,,Peter,Peter Spalding
DCM;,DCM;,DCM; Kevin J. McGuire,DCM, Kevin J. McGuire,,Kevin,J.,McGuire,,Kevin,Kevin McGuire
PAO:,PAO:,PAO: Fred M. Shaver,PAO, Fred M. Shaver,,Fred,M.,Shaver,,Fred,Fred Shaver
CON:,CON:,CON: Ross S. Douthard,CON, Ross S. Douthard,,Ross,S.,Douthard,,Ross,Ross Douthard
AMB:,AMB:,AMB: Larry G. Piper,AMB, Larry G. Piper,,Larry,G.,Piper,,Larry,Larry Piper
LAB:,LAB:,LAB: Eric Svendsen,LAB, Eric Svendsen,,Eric,,Svendsen,,Eric,Eric Svendsen
CON:,CON:,CON: Richard D.,CON, Richard D.,,Richard,,D.,,Richard,Richard D.
AID:,AID:,AID: Thomas A. Moser,AID, Thomas A. Moser,,Thomas,A.,Moser,,Thomas,Thomas Moser
ADM:,ADM:,ADM: Jeanette,ADM, Jeanette,,Jeanette,,,,Jeanette,Jeanette 
ODA:,ODA:,ODA: Ltc. Roy Shelton,ODA, Ltc. Roy Shelton,Ltc.,Roy,,Shelton,,Roy,Roy Shelton
AMB:,AMB:,AMB: Herbert S. Okun,AMB, Herbert S. Okun,,Herbert,S.,Okun,,Herbert,Herbert Okun
ADM:,ADM:,ADM: Ruth L. Willow,ADM, Ruth L. Willow,,Ruth,L.,Willow,,Ruth,Ruth Willow
DCM;,DCM;,"DCM; Walter B. Smith, ll",DCM," Walter B. Smith, ll",,ll,,Walter B. Smith,,ll,ll Walter B. Smith
RSO:,RSO:,RSO: William H. O'Rourke,RSO, William H. O'Rourke,,William,H.,O'Rourke,,William,William O'Rourke
AGR:,AGR:,AGR: Stephen D. Yoder,AGR, Stephen D. Yoder,,Stephen,D.,Yoder,,Stephen,Stephen Yoder
POL:,POL:,POL: Alan R. Thompson,POL, Alan R. Thompson,,Alan,R.,Thompson,,Alan,Alan Thompson
CON:,CON:,CON: Carl,CON, Carl,,Carl,,,,Carl,Carl 
AMB:,AMB:,AMB: Arthur F. Burns,AMB, Arthur F. Burns,,Arthur,F.,Burns,,Arthur,Arthur Burns
ADM:,ADM:,ADM: Robert E. Lamb,ADM, Robert E. Lamb,,Robert,E.,Lamb,,Robert,Robert Lamb
DCM:,DCM:,DCM: William M. Woessner,DCM, William M. Woessner,,William,M.,Woessner,,William,William Woessner
RSO:,RSO:,RSO: James F. Bermingham,RSO, James F. Bermingham,,James,F.,Bermingham,,James,James Bermingham
ECO:,ECO:,ECO: Charles T. York,ECO, Charles T. York,,Charles,T.,York,,Charles,Charles York
SCI:,SCI:,SCI: Dr. Allen J. Vander,SCI, Dr. Allen J. Vander,Dr.,Allen,J.,Vander,,Allen,Allen Vander
COM:,COM:,COM: Walter E. Stadtler,COM, Walter E. Stadtler,,Walter,E.,Stadtler,,Walter,Walter Stadtler
FIN:,FIN:,FIN: Edzard S. Hermberg,FIN, Edzard S. Hermberg,,Edzard,S.,Hermberg,,Edzard,Edzard Hermberg
AGR:,AGR:,AGR: Dale B. Douglas,AGR, Dale B. Douglas,,Dale,B.,Douglas,,Dale,Dale Douglas
PAO:,PAO:,PAO: Hans N. Tuch,PAO, Hans N. Tuch,,Hans,N.,Tuch,,Hans,Hans Tuch
LAB:,LAB:,LAB: Robert A. Senser,LAB, Robert A. Senser,,Robert,A.,Senser,,Robert,Robert Senser
ODA.,ODA.,"ODA. Col Mack L. Gibson,",ODA," Col Mack L. Gibson,",Col,Mack,L.,Gibson,,Mack,Mack Gibson
CON:,CON:,CON: William E. Ryerson,CON, William E. Ryerson,,William,E.,Ryerson,,William,William Ryerson
DIR:,DIR:,DIR: William J. Lynch,DIR, William J. Lynch,,William,J.,Lynch,,William,William Lynch
ACM:,ACM:,ACM: Nelson,ACM, Nelson,,Nelson,,,,Nelson,Nelson 
POL:,POL:,POL: Brunson,POL, Brunson,,Brunson,,,,Brunson,Brunson 
DEP:,DEP:,DEP: Ernest A. Nagy,DEP, Ernest A. Nagy,,Ernest,A.,Nagy,,Ernest,Ernest Nagy
CON:,CON:,CON: Robert O. Blucker,CON, Robert O. Blucker,,Robert,O.,Blucker,,Robert,Robert Blucker
ECO:,ECO:,ECO: Ronald B.,ECO, Ronald B.,,Ronald,,B.,,Ronald,Ronald B.
ADM:,ADM:,ADM: J. Michael O'Brien,ADM, J. Michael O'Brien,,J.,Michael,O'Brien,,Michael,Michael O'Brien
BPAO:,BPAO:,BPAO: Paul Modic,BPAO, Paul Modic,,Paul,,Modic,,Paul,Paul Modic
COM: James W. Lamont,COM: James W. Lamont,COM: James W. Lamont,COM, James W. Lamont,,James,W.,Lamont,,James,James Lamont
CON:,CON:,CON: Diana Henshaw,CON, Diana Henshaw,,Diana,,Henshaw,,Diana,Diana Henshaw
COM:,COM:,COM: Patrick T. O'Connor,COM, Patrick T. O'Connor,,Patrick,T.,O'Connor,,Patrick,Patrick O'Connor
BPAO: Ralph H. Ruedy,BPAO: Ralph H. Ruedy,BPAO: Ralph H. Ruedy,BPAO, Ralph H. Ruedy,,Ralph,H.,Ruedy,,Ralph,Ralph Ruedy
ADM:,ADM:,ADM: Earl D. Mannoia,ADM, Earl D. Mannoia,,Earl,D.,Mannoia,,Earl,Earl Mannoia
CG.,CG.,CG. David A. Betts,CG, David A. Betts,,David,A.,Betts,,David,David Betts
RSO:,RSO:,RSO: Clifton,RSO, Clifton,,Clifton,,,,Clifton,Clifton 
DPO:,DPO:,DPO: James,DPO, James,,James,,,,James,James 
BPAO: Edwin P. Kennedy,BPAO: Edwin P. Kennedy,BPAO: Edwin P. Kennedy,BPAO, Edwin P. Kennedy,,Edwin,P.,Kennedy,,Edwin,Edwin Kennedy
COM.,COM.,COM. Walter Hage,COM, Walter Hage,,Walter,,Hage,,Walter,Walter Hage
POLAD: Charles A. Schmitz,POLAD: Charles A. Schmitz,POLAD: Charles A. Schmitz,POLAD, Charles A. Schmitz,,Charles,A.,Schmitz,,Charles,Charles Schmitz
CON:,CON:,CON: Vernon D. Penner,CON, Vernon D. Penner,,Vernon,D.,Penner,,Vernon,Vernon Penner
ADM.,ADM.,ADM. Terrance,ADM, Terrance,,Terrance,,,,Terrance,Terrance 
CG:,CG:,CG: Grant E. Mouser ||,CG, Grant E. Mouser ||,,Grant,E. Mouser,||,,Grant,Grant ||
ADM:,ADM:,ADM: Jerzy J. Hauptmann,ADM, Jerzy J. Hauptmann,,Jerzy,J.,Hauptmann,,Jerzy,Jerzy Hauptmann
COM:,COM:,COM: Suresh (Sam) Dhir,COM, Suresh (Sam) Dhir,,Suresh,,Dhir,,Suresh,Suresh Dhir
BPAO: Peter T. Becskehazy,BPAO: Peter T. Becskehazy,BPAO: Peter T. Becskehazy,BPAO, Peter T. Becskehazy,,Peter,T.,Becskehazy,,Peter,Peter Becskehazy
CON:,CON:,CON: Robert C. Stebbins,CON, Robert C. Stebbins,,Robert,C.,Stebbins,,Robert,Robert Stebbins
ATO:,ATO:,ATO: Jon E. Falck,ATO, Jon E. Falck,,Jon,E.,Falck,,Jon,Jon Falck
CG:,CG:,CG: Carroll,CG, Carroll,,Carroll,,,,Carroll,Carroll 
CON:,CON:,CON: Sarah L. Nathness,CON, Sarah L. Nathness,,Sarah,L.,Nathness,,Sarah,Sarah Nathness
COM:,COM:,COM: George,COM, George,,George,,,,George,George 
ADM:,ADM:,ADM: Donald J. Musch,ADM, Donald J. Musch,,Donald,J.,Musch,,Donald,Donald Musch
POL:,POL:,POL: Norman H. Frisbie,POL, Norman H. Frisbie,,Norman,H.,Frisbie,,Norman,Norman Frisbie
BPAO:,BPAO:,BPAO: Edwin C. Pancoast,BPAO, Edwin C. Pancoast,,Edwin,C.,Pancoast,,Edwin,Edwin Pancoast
CG:,CG:,CG: Charles A. Kiselyak,CG, Charles A. Kiselyak,,Charles,A.,Kiselyak,,Charles,Charles Kiselyak
POLAD: Albert Francis,POLAD: Albert Francis,POLAD: Albert Francis,POLAD, Albert Francis,,Albert,,Francis,,Albert,Albert Francis
COM:,COM:,COM: Jack M. Carle,COM, Jack M. Carle,,Jack,M.,Carle,,Jack,Jack Carle
CON:,CON:,CON: Mary E. Von Briesen,CON, Mary E. Von Briesen,,Mary,E.,Von Briesen,,Mary,Mary Von Briesen
POLAD: Francis J. Seidner,POLAD: Francis J. Seidner,POLAD: Francis J. Seidner,POLAD, Francis J. Seidner,,Francis,J.,Seidner,,Francis,Francis Seidner
ADM:,ADM:,ADM: Leroy Beal,ADM, Leroy Beal,,Leroy,,Beal,,Leroy,Leroy Beal
BPAO:,BPAO:,BPAO: Lloyd D. Hagan,BPAO, Lloyd D. Hagan,,Lloyd,D.,Hagan,,Lloyd,Lloyd Hagan
AMB:,AMB:,AMB: Thomas W. Smith,AMB, Thomas W. Smith,,Thomas,W.,Smith,,Thomas,Thomas Smith
DCM.,DCM.,DCM. Roderick,DCM, Roderick,,Roderick,,,,Roderick,Roderick 
ECO:,ECO:,ECO: Robert P. Coe,ECO, Robert P. Coe,,Robert,P.,Coe,,Robert,Robert Coe
AID:,AID:,AID: Gerald H. Zarr,AID, Gerald H. Zarr,,Gerald,H.,Zarr,,Gerald,Gerald Zarr
COM:,COM:,COM: Vicky C. Eicher,COM, Vicky C. Eicher,,Vicky,C.,Eicher,,Vicky,Vicky Eicher
PAO:,PAO:,PAO: Bruce R. Koch,PAO, Bruce R. Koch,,Bruce,R.,Koch,,Bruce,Bruce Koch
POL:,POL:,POL: Lars H. Hydle,POL, Lars H. Hydle,,Lars,H.,Hydle,,Lars,Lars Hydle
ODA:,ODA:,ODA: Col John Y. Ching,ODA, Col John Y. Ching,Col,John,Y.,Ching,,John,John Ching
CON:,CON:,CON: William J. Duffy,CON, William J. Duffy,,William,J.,Duffy,,William,William Duffy
ADM:,ADM:,ADM: Michael J. Hinton,ADM, Michael J. Hinton,,Michael,J.,Hinton,,Michael,Michael Hinton
AMB:,AMB:,AMB: Monteagle Stearns,AMB, Monteagle Stearns,,Monteagle,,Stearns,,Monteagle,Monteagle Stearns
RSO:,RSO:,RSO: James E. Dandridge,RSO, James E. Dandridge,,James,E.,Dandridge,,James,James Dandridge
DCM:,DCM:,DCM: Milton Kovner,DCM, Milton Kovner,,Milton,,Kovner,,Milton,Milton Kovner
AGR:,AGR:,AGR: Gerald W. Shelden,AGR, Gerald W. Shelden,,Gerald,W.,Shelden,,Gerald,Gerald Shelden
ECO:,ECO:,ECO: William E. Rau,ECO, William E. Rau,,William,E.,Rau,,William,William Rau
PAO:,PAO:,PAO: James F. Bradshaw,PAO, James F. Bradshaw,,James,F.,Bradshaw,,James,James Bradshaw
COM:,COM:,COM: Samuel C. Fromowitz,COM, Samuel C. Fromowitz,,Samuel,C.,Fromowitz,,Samuel,Samuel Fromowitz
ODA:,ODA:,ODA: Capt Thomas V. Solan,ODA, Capt Thomas V. Solan,Capt,Thomas,V.,Solan,,Thomas,Thomas Solan
POL:,POL:,POL: Charles W. McCaskill,POL, Charles W. McCaskill,,Charles,W.,McCaskill,,Charles,Charles McCaskill
LAB;,LAB;,LAB; Gregory L. Mattson,LAB, Gregory L. Mattson,,Gregory,L.,Mattson,,Gregory,Gregory Mattson
CON:,CON:,CON: Garrett Burke,CON, Garrett Burke,,Garrett,,Burke,,Garrett,Garrett Burke
ADM:,ADM:,ADM: Thaddeus J. Figura,ADM, Thaddeus J. Figura,,Thaddeus,J.,Figura,,Thaddeus,Thaddeus Figura
DIR.,DIR.,DIR. J. Roger McCauley,DIR, J. Roger McCauley,,J.,Roger,McCauley,,Roger,Roger McCauley
CG:,CG:,CG: Michael,CG, Michael,,Michael,,,,Michael,Michael 
CON:,CON:,CON: James J. Murray,CON, James J. Murray,,James,J.,Murray,,James,James Murray
BPAO:,BPAO:,BPAO: Barr,BPAO, Barr,,Barr,,,,Barr,Barr 
AMB:,AMB:,AMB: Frederic L. Chapin,AMB, Frederic L. Chapin,,Frederic,L.,Chapin,,Frederic,Frederic Chapin
RSO:,RSO:,"RSO: Willard Marsden, Jr.",RSO," Willard Marsden, Jr.",,Willard,,Marsden,Jr.,Willard,Willard Marsden
DCM:,DCM:,DCM: Melvin E. Sinn,DCM, Melvin E. Sinn,,Melvin,E.,Sinn,,Melvin,Melvin Sinn
ECO:,ECO:,ECO: David B. Timmins,ECO, David B. Timmins,,David,B.,Timmins,,David,David Timmins
AID:,AID:,AID: Eliseo Carrasco,AID, Eliseo Carrasco,,Eliseo,,Carrasco,,Eliseo,Eliseo Carrasco
COM:,COM:,COM: Robert W. Miller,COM, Robert W. Miller,,Robert,W.,Miller,,Robert,Robert Miller
PAO:,PAO:,PAO: POL.,PAO, POL.,,POL.,,,,POL.,POL. 
POL.,POL.,POL. Richard C. Graham,POL, Richard C. Graham,,Richard,C.,Graham,,Richard,Richard Graham
ROCAP: Henry H. Bassford,ROCAP: Henry H. Bassford,ROCAP: Henry H. Bassford,ROCAP, Henry H. Bassford,,Henry,H.,Bassford,,Henry,Henry Bassford
LAB:,LAB:,LAB: Raymond J. Gonzales,LAB, Raymond J. Gonzales,,Raymond,J.,Gonzales,,Raymond,Raymond Gonzales
ODA:,ODA:,ODA: Col George Maynes,ODA, Col George Maynes,Col,George,,Maynes,,George,George Maynes
ADM:,ADM:,ADM: Walter M. Notheis,ADM, Walter M. Notheis,,Walter,M.,Notheis,,Walter,Walter Notheis
