text,text_squish,text_joined,rank,name,title,first,middle,last,suffix,first_clean,firstlast
DEPUTY CHIEF OF MISSION: Alexander C. Johnpoll,DEPUTY CHIEF OF MISSION: Alexander C. Johnpoll,DEPUTY CHIEF OF MISSION: Alexander C. Johnpoll,DEPUTY CHIEF OF MISSION, Alexander C. Johnpoll,,Alexander,C.,Johnpoll,,Alexander,Alexander Johnpoll
POLITICAL SECTION: Francis N. Magliozzi,POLITICAL SECTION: Francis N. Magliozzi,POLITICAL SECTION: Francis N. Magliozzi,POLITICAL SECTION, Francis N. Magliozzi,,Francis,N.,Magliozzi,,Francis,Francis Magliozzi
ECONOMIC SECTION: William T. Sandalls,ECONOMIC SECTION: William T. Sandalls,ECONOMIC SECTION: William T. Sandalls,ECONOMIC SECTION, William T. Sandalls,,William,T.,Sandalls,,William,William Sandalls
AID MISSION DIRECTOR: John W. Robinson (Acting),AID MISSION DIRECTOR: John W. Robinson (Acting),AID MISSION DIRECTOR: John W. Robinson (Acting),AID MISSION DIRECTOR, John W. Robinson (Acting),,John,W.,Robinson,,John,John Robinson
AMBASSADOR: Joseph C. Satterthwaite,AMBASSADOR: Joseph C. Satterthwaite,AMBASSADOR: Joseph C. Satterthwaite,AMBASSADOR, Joseph C. Satterthwaite,,Joseph,C.,Satterthwaite,,Joseph,Joseph Satterthwaite
DEPUTY CHIEF OF MISSION: G. Edward Clark,DEPUTY CHIEF OF MISSION: G. Edward Clark,DEPUTY CHIEF OF MISSION: G. Edward Clark,DEPUTY CHIEF OF MISSION, G. Edward Clark,,G.,Edward,Clark,,Edward,Edward Clark
POLITICAL SECTION: William H. Witt,POLITICAL SECTION: William H. Witt,POLITICAL SECTION: William H. Witt,POLITICAL SECTION, William H. Witt,,William,H.,Witt,,William,William Witt
ECONOMIC SECTION: John Miles,ECONOMIC SECTION: John Miles,ECONOMIC SECTION: John Miles,ECONOMIC SECTION, John Miles,,John,,Miles,,John,John Miles
AGRICULTURAL ATTACHE: William J. Edens,AGRICULTURAL ATTACHE: William J. Edens,AGRICULTURAL ATTACHE: William J. Edens,AGRICULTURAL ATTACHE, William J. Edens,,William,J.,Edens,,William,William Edens
CONSULATE GENERAL: Cape Town,CONSULATE GENERAL: Cape Town,CONSULATE GENERAL: Cape Town,CONSULATE GENERAL, Cape Town,,Cape,,Town,,Cape,Cape Town
CONSUL GENERAL: Livingston D. Watrous,CONSUL GENERAL: Livingston D. Watrous,CONSUL GENERAL: Livingston D. Watrous,CONSUL GENERAL, Livingston D. Watrous,,Livingston,D.,Watrous,,Livingston,Livingston Watrous
ECONOMIC SECTION: James C. Curran,ECONOMIC SECTION: James C. Curran,ECONOMIC SECTION: James C. Curran,ECONOMIC SECTION, James C. Curran,,James,C.,Curran,,James,James Curran
CONSULATE GENERAL: Durban,CONSULATE GENERAL: Durban,CONSULATE GENERAL: Durban,CONSULATE GENERAL, Durban,,Durban,,,,Durban,Durban 
CONSUL GENERAL: William D. Toomey,CONSUL GENERAL: William D. Toomey,CONSUL GENERAL: William D. Toomey,CONSUL GENERAL, William D. Toomey,,William,D.,Toomey,,William,William Toomey
CONSULATE GENERAL: Johannesburg,CONSULATE GENERAL: Johannesburg,CONSULATE GENERAL: Johannesburg,CONSULATE GENERAL, Johannesburg,,Johannesburg,,,,Johannesburg,Johannesburg 
CONSUL GENERAL: Herbert Reiner,CONSUL GENERAL: Herbert Reiner,CONSUL GENERAL: Herbert Reiner,CONSUL GENERAL, Herbert Reiner,,Herbert,,Reiner,,Herbert,Herbert Reiner
COMMERCIAL SECTION: Joseph L. Dougherty,COMMERCIAL SECTION: Joseph L. Dougherty,COMMERCIAL SECTION: Joseph L. Dougherty,COMMERCIAL SECTION, Joseph L. Dougherty,,Joseph,L.,Dougherty,,Joseph,Joseph Dougherty
CONSULATE GENERAL: Salisbury,CONSULATE GENERAL: Salisbury,CONSULATE GENERAL: Salisbury,CONSULATE GENERAL, Salisbury,,Salisbury,,,,Salisbury,Salisbury 
CONSUL GENERAL: Roswell D. McClelland,CONSUL GENERAL: Roswell D. McClelland,CONSUL GENERAL: Roswell D. McClelland,CONSUL GENERAL, Roswell D. McClelland,,Roswell,D.,McClelland,,Roswell,Roswell McClelland
DEPUTY PRINCIPAL OFFICER: Stephen G. Gebelt,DEPUTY PRINCIPAL OFFICER: Stephen G. Gebelt,DEPUTY PRINCIPAL OFFICER: Stephen G. Gebelt,DEPUTY PRINCIPAL OFFICER, Stephen G. Gebelt,,Stephen,G.,Gebelt,,Stephen,Stephen Gebelt
ECONOMIC SECTION: John P. Wentworth,ECONOMIC SECTION: John P. Wentworth,ECONOMIC SECTION: John P. Wentworth,ECONOMIC SECTION, John P. Wentworth,,John,P.,Wentworth,,John,John Wentworth
AMBASSADOR: Robert F. Woodward,AMBASSADOR: Robert F. Woodward,AMBASSADOR: Robert F. Woodward,AMBASSADOR, Robert F. Woodward,,Robert,F.,Woodward,,Robert,Robert Woodward
DEPUTY CHIEF OF MISSION: William A. Walker,DEPUTY CHIEF OF MISSION: William A. Walker,DEPUTY CHIEF OF MISSION: William A. Walker,DEPUTY CHIEF OF MISSION, William A. Walker,,William,A.,Walker,,William,William Walker
POLITICAL SECTION: Robert W.Zimmerman,POLITICAL SECTION: Robert W.Zimmerman,POLITICAL SECTION: Robert W.Zimmerman,POLITICAL SECTION, Robert W.Zimmerman,,Robert,,W.Zimmerman,,Robert,Robert W.Zimmerman
ECONOMIC SECTION: John I. Fishbume,ECONOMIC SECTION: John I. Fishbume,ECONOMIC SECTION: John I. Fishbume,ECONOMIC SECTION, John I. Fishbume,,John,I.,Fishbume,,John,John Fishbume
"COMMERCIAL SECTION: Henry L. Pitts, Jr.","COMMERCIAL SECTION: Henry L. Pitts, Jr.","COMMERCIAL SECTION: Henry L. Pitts, Jr.",COMMERCIAL SECTION," Henry L. Pitts, Jr.",,Henry,L.,Pitts,Jr.,Henry,Henry Pitts
AGRICULTURAL ATTACHE: Douglas M. Crawford,AGRICULTURAL ATTACHE: Douglas M. Crawford,AGRICULTURAL ATTACHE: Douglas M. Crawford,AGRICULTURAL ATTACHE, Douglas M. Crawford,,Douglas,M.,Crawford,,Douglas,Douglas Crawford
CONSULATE GENERAL: Barcelona,CONSULATE GENERAL: Barcelona,CONSULATE GENERAL: Barcelona,CONSULATE GENERAL, Barcelona,,Barcelona,,,,Barcelona,Barcelona 
CONSUL GENERAL: John Ford,CONSUL GENERAL: John Ford,CONSUL GENERAL: John Ford,CONSUL GENERAL, John Ford,,John,,Ford,,John,John Ford
"ECONOMIC SECTION: Frederick H. Sacksteder, Jr.","ECONOMIC SECTION: Frederick H. Sacksteder, Jr.","ECONOMIC SECTION: Frederick H. Sacksteder, Jr.",ECONOMIC SECTION," Frederick H. Sacksteder, Jr.",,Frederick,H.,Sacksteder,Jr.,Frederick,Frederick Sacksteder
COMMERCIAL SECTION: Allen H. Lester,COMMERCIAL SECTION: Allen H. Lester,COMMERCIAL SECTION: Allen H. Lester,COMMERCIAL SECTION, Allen H. Lester,,Allen,H.,Lester,,Allen,Allen Lester
CONSULATE GENERAL: Seville,CONSULATE GENERAL: Seville,CONSULATE GENERAL: Seville,CONSULATE GENERAL, Seville,,Seville,,,,Seville,Seville 
CONSUL GENERAL: Charles P. Nolan,CONSUL GENERAL: Charles P. Nolan,CONSUL GENERAL: Charles P. Nolan,CONSUL GENERAL, Charles P. Nolan,,Charles,P.,Nolan,,Charles,Charles Nolan
AMBASSADOR: William M. Rountree,AMBASSADOR: William M. Rountree,AMBASSADOR: William M. Rountree,AMBASSADOR, William M. Rountree,,William,M.,Rountree,,William,William Rountree
DEPUTY CHIEF OF MISSION: Thomas M. Recknagel,DEPUTY CHIEF OF MISSION: Thomas M. Recknagel,DEPUTY CHIEF OF MISSION: Thomas M. Recknagel,DEPUTY CHIEF OF MISSION, Thomas M. Recknagel,,Thomas,M.,Recknagel,,Thomas,Thomas Recknagel
POLITICAL SECTION: James D. Moffett,POLITICAL SECTION: James D. Moffett,POLITICAL SECTION: James D. Moffett,POLITICAL SECTION, James D. Moffett,,James,D.,Moffett,,James,James Moffett
ECONOMIC SECTION: James H. Ashida,ECONOMIC SECTION: James H. Ashida,ECONOMIC SECTION: James H. Ashida,ECONOMIC SECTION, James H. Ashida,,James,H.,Ashida,,James,James Ashida
"AGRICULTURAL ATTACHE: James A. Hutchins, Jr.","AGRICULTURAL ATTACHE: James A. Hutchins, Jr.","AGRICULTURAL ATTACHE: James A. Hutchins, Jr.",AGRICULTURAL ATTACHE," James A. Hutchins, Jr.",,James,A.,Hutchins,Jr.,James,James Hutchins
AID MISSION DIRECTOR: William 0. Cooper,AID MISSION DIRECTOR: William 0. Cooper,AID MISSION DIRECTOR: William 0. Cooper,AID MISSION DIRECTOR, William 0. Cooper,,William,0.,Cooper,,William,William Cooper
CONSULATE GENERAL: Pamrmaribo,CONSULATE GENERAL: Pamrmaribo,CONSULATE GENERAL: Pamrmaribo,CONSULATE GENERAL, Pamrmaribo,,Pamrmaribo,,,,Pamrmaribo,Pamrmaribo 
CONSUL GENERAL: W. Garland Richardson,CONSUL GENERAL: W. Garland Richardson,CONSUL GENERAL: W. Garland Richardson,CONSUL GENERAL, W. Garland Richardson,,W.,Garland,Richardson,,Garland,Garland Richardson
ECONOMIC SECTION: James H. Cheatham,ECONOMIC SECTION: James H. Cheatham,ECONOMIC SECTION: James H. Cheatham,ECONOMIC SECTION, James H. Cheatham,,James,H.,Cheatham,,James,James Cheatham
AMBASSADOR: J. Graham Parsons,AMBASSADOR: J. Graham Parsons,AMBASSADOR: J. Graham Parsons,AMBASSADOR, J. Graham Parsons,,J.,Graham,Parsons,,Graham,Graham Parsons
DEPUTY CHIEF OF MISSION: Alfred leS. Jenkins,DEPUTY CHIEF OF MISSION: Alfred leS. Jenkins,DEPUTY CHIEF OF MISSION: Alfred leS. Jenkins,DEPUTY CHIEF OF MISSION, Alfred leS. Jenkins,,Alfred,leS.,Jenkins,,Alfred,Alfred Jenkins
"POLITICAL SECTION: Jerome K. Holloway, Jr.","POLITICAL SECTION: Jerome K. Holloway, Jr.","POLITICAL SECTION: Jerome K. Holloway, Jr.",POLITICAL SECTION," Jerome K. Holloway, Jr.",,Jerome,K.,Holloway,Jr.,Jerome,Jerome Holloway
ECONOMIC SECTION: John A. Birch,ECONOMIC SECTION: John A. Birch,ECONOMIC SECTION: John A. Birch,ECONOMIC SECTION, John A. Birch,,John,A.,Birch,,John,John Birch
COMMERCIAL SECTION: Gustav E. Larson,COMMERCIAL SECTION: Gustav E. Larson,COMMERCIAL SECTION: Gustav E. Larson,COMMERCIAL SECTION, Gustav E. Larson,,Gustav,E.,Larson,,Gustav,Gustav Larson
AGRICULTURAL ATTACHE: Hugh V. Robinson,AGRICULTURAL ATTACHE: Hugh V. Robinson,AGRICULTURAL ATTACHE: Hugh V. Robinson,AGRICULTURAL ATTACHE, Hugh V. Robinson,,Hugh,V.,Robinson,,Hugh,Hugh Robinson
CONSULATE GENERAL: Goteborg,CONSULATE GENERAL: Goteborg,CONSULATE GENERAL: Goteborg,CONSULATE GENERAL, Goteborg,,Goteborg,,,,Goteborg,Goteborg 
CONSUL GENERAL: Sverre M. Backe,CONSUL GENERAL: Sverre M. Backe,CONSUL GENERAL: Sverre M. Backe,CONSUL GENERAL, Sverre M. Backe,,Sverre,M.,Backe,,Sverre,Sverre Backe
"AMBASSADOR: William True Davis, Jr.","AMBASSADOR: William True Davis, Jr.","AMBASSADOR: William True Davis, Jr.",AMBASSADOR," William True Davis, Jr.",,William,True,Davis,Jr.,William,William Davis
DEPUTY CHIEF OF MISSION: Henry J. Kellermann,DEPUTY CHIEF OF MISSION: Henry J. Kellermann,DEPUTY CHIEF OF MISSION: Henry J. Kellermann,DEPUTY CHIEF OF MISSION, Henry J. Kellermann,,Henry,J.,Kellermann,,Henry,Henry Kellermann
POLITICAL SECTION: Henry B. Cox,POLITICAL SECTION: Henry B. Cox,POLITICAL SECTION: Henry B. Cox,POLITICAL SECTION, Henry B. Cox,,Henry,B.,Cox,,Henry,Henry Cox
ECONOMIC SECTION: Jack M. Smith,ECONOMIC SECTION: Jack M. Smith,ECONOMIC SECTION: Jack M. Smith,ECONOMIC SECTION, Jack M. Smith,,Jack,M.,Smith,,Jack,Jack Smith
COMMERCIAL SECTION: Malcolm N. Lawrence,COMMERCIAL SECTION: Malcolm N. Lawrence,COMMERCIAL SECTION: Malcolm N. Lawrence,COMMERCIAL SECTION, Malcolm N. Lawrence,,Malcolm,N.,Lawrence,,Malcolm,Malcolm Lawrence
AGRICULTURAL ATTACHE: Print Hudson,AGRICULTURAL ATTACHE: Print Hudson,AGRICULTURAL ATTACHE: Print Hudson,AGRICULTURAL ATTACHE, Print Hudson,,Print,,Hudson,,Print,Print Hudson
CONSULATE GENERAL: Zurich,CONSULATE GENERAL: Zurich,CONSULATE GENERAL: Zurich,CONSULATE GENERAL, Zurich,,Zurich,,,,Zurich,Zurich 
"CONSUL GENERAL: Howard Elting, Jr.","CONSUL GENERAL: Howard Elting, Jr.","CONSUL GENERAL: Howard Elting, Jr.",CONSUL GENERAL," Howard Elting, Jr.",,Howard,,Elting,Jr.,Howard,Howard Elting
ECONOMIC SECTION: Raymond W. T. Pracht,ECONOMIC SECTION: Raymond W. T. Pracht,ECONOMIC SECTION: Raymond W. T. Pracht,ECONOMIC SECTION, Raymond W. T. Pracht,,Raymond,W. T.,Pracht,,Raymond,Raymond Pracht
COMMERCIAL SECTION: Rene Andrew Lutz,COMMERCIAL SECTION: Rene Andrew Lutz,COMMERCIAL SECTION: Rene Andrew Lutz,COMMERCIAL SECTION, Rene Andrew Lutz,,Rene,Andrew,Lutz,,Rene,Rene Lutz
AMBASSADOR: Ridgway B. Knight,AMBASSADOR: Ridgway B. Knight,AMBASSADOR: Ridgway B. Knight,AMBASSADOR, Ridgway B. Knight,,Ridgway,B.,Knight,,Ridgway,Ridgway Knight
DEPUTY CHIEF OF MISSION: C. Robert Moore,DEPUTY CHIEF OF MISSION: C. Robert Moore,DEPUTY CHIEF OF MISSION: C. Robert Moore,DEPUTY CHIEF OF MISSION, C. Robert Moore,,C.,Robert,Moore,,Robert,Robert Moore
POLITICAL SECTION: Robert A. Stein,POLITICAL SECTION: Robert A. Stein,POLITICAL SECTION: Robert A. Stein,POLITICAL SECTION, Robert A. Stein,,Robert,A.,Stein,,Robert,Robert Stein
ECONOMIC SECTION: John H. Tobler,ECONOMIC SECTION: John H. Tobler,ECONOMIC SECTION: John H. Tobler,ECONOMIC SECTION, John H. Tobler,,John,H.,Tobler,,John,John Tobler
COMMERCIAL SECTION: Leonardo Neher,COMMERCIAL SECTION: Leonardo Neher,COMMERCIAL SECTION: Leonardo Neher,COMMERCIAL SECTION, Leonardo Neher,,Leonardo,,Neher,,Leonardo,Leonardo Neher
CONSULATE GENERAL: Aleppo,CONSULATE GENERAL: Aleppo,CONSULATE GENERAL: Aleppo,CONSULATE GENERAL, Aleppo,,Aleppo,,,,Aleppo,Aleppo 
CONSUL GENERAL: John R. Barrow,CONSUL GENERAL: John R. Barrow,CONSUL GENERAL: John R. Barrow,CONSUL GENERAL, John R. Barrow,,John,R.,Barrow,,John,John Barrow
ECONOMIC SECTION: George M. Lane,ECONOMIC SECTION: George M. Lane,ECONOMIC SECTION: George M. Lane,ECONOMIC SECTION, George M. Lane,,George,M.,Lane,,George,George Lane
AMBASSADOR: Jerauld Wright,AMBASSADOR: Jerauld Wright,AMBASSADOR: Jerauld Wright,AMBASSADOR, Jerauld Wright,,Jerauld,,Wright,,Jerauld,Jerauld Wright
DEPUTY CHIEF OF MISSION: Ralph N. Clough,DEPUTY CHIEF OF MISSION: Ralph N. Clough,DEPUTY CHIEF OF MISSION: Ralph N. Clough,DEPUTY CHIEF OF MISSION, Ralph N. Clough,,Ralph,N.,Clough,,Ralph,Ralph Clough
POLITICAL SECTION: Robert S. Lindquist,POLITICAL SECTION: Robert S. Lindquist,POLITICAL SECTION: Robert S. Lindquist,POLITICAL SECTION, Robert S. Lindquist,,Robert,S.,Lindquist,,Robert,Robert Lindquist
ECONOMIC SECTION: Walter T. Smith,ECONOMIC SECTION: Walter T. Smith,ECONOMIC SECTION: Walter T. Smith,ECONOMIC SECTION, Walter T. Smith,,Walter,T.,Smith,,Walter,Walter Smith
COMMERCIAL SECTION: Oliver B. Bongard,COMMERCIAL SECTION: Oliver B. Bongard,COMMERCIAL SECTION: Oliver B. Bongard,COMMERCIAL SECTION, Oliver B. Bongard,,Oliver,B.,Bongard,,Oliver,Oliver Bongard
AMBASSADOR: William Leonhart,AMBASSADOR: William Leonhart,AMBASSADOR: William Leonhart,AMBASSADOR, William Leonhart,,William,,Leonhart,,William,William Leonhart
DEPUTY CHIEF OF MISSION: Robert C.F. Gordon,DEPUTY CHIEF OF MISSION: Robert C.F. Gordon,DEPUTY CHIEF OF MISSION: Robert C.F. Gordon,DEPUTY CHIEF OF MISSION, Robert C.F. Gordon,,Robert,C.F.,Gordon,,Robert,Robert Gordon
"POLITICAL SECTION: Chris C. Pappas, Jr.","POLITICAL SECTION: Chris C. Pappas, Jr.","POLITICAL SECTION: Chris C. Pappas, Jr.",POLITICAL SECTION," Chris C. Pappas, Jr.",,Chris,C.,Pappas,Jr.,Chris,Chris Pappas
ECONOMIC SECTION: Francis T. McNamara,ECONOMIC SECTION: Francis T. McNamara,ECONOMIC SECTION: Francis T. McNamara,ECONOMIC SECTION, Francis T. McNamara,,Francis,T.,McNamara,,Francis,Francis McNamara
AID MISSION DIRECTOR: E. Allen Loren,AID MISSION DIRECTOR: E. Allen Loren,AID MISSION DIRECTOR: E. Allen Loren,AID MISSION DIRECTOR, E. Allen Loren,,E.,Allen,Loren,,Allen,Allen Loren
CONSULATE GENERAL: Zanzibar,CONSULATE GENERAL: Zanzibar,CONSULATE GENERAL: Zanzibar,CONSULATE GENERAL, Zanzibar,,Zanzibar,,,,Zanzibar,Zanzibar 
CONSUL GENERAL: Frank C. Carlucci,CONSUL GENERAL: Frank C. Carlucci,CONSUL GENERAL: Frank C. Carlucci,CONSUL GENERAL, Frank C. Carlucci,,Frank,C.,Carlucci,,Frank,Frank Carlucci
ECONOMIC SECTION: Kent B. Crane,ECONOMIC SECTION: Kent B. Crane,ECONOMIC SECTION: Kent B. Crane,ECONOMIC SECTION, Kent B. Crane,,Kent,B.,Crane,,Kent,Kent Crane
AMBASSADOR: Graham A. Martin,AMBASSADOR: Graham A. Martin,AMBASSADOR: Graham A. Martin,AMBASSADOR, Graham A. Martin,,Graham,A.,Martin,,Graham,Graham Martin
"DEPUTY CHIEF OF MISSION: James M. Wilson, Jr.","DEPUTY CHIEF OF MISSION: James M. Wilson, Jr.","DEPUTY CHIEF OF MISSION: James M. Wilson, Jr.",DEPUTY CHIEF OF MISSION," James M. Wilson, Jr.",,James,M.,Wilson,Jr.,James,James Wilson
POLITICAL SECTION: Theodore A. Tremblay,POLITICAL SECTION: Theodore A. Tremblay,POLITICAL SECTION: Theodore A. Tremblay,POLITICAL SECTION, Theodore A. Tremblay,,Theodore,A.,Tremblay,,Theodore,Theodore Tremblay
ECONOMIC SECTION: J. Robert Fluker,ECONOMIC SECTION: J. Robert Fluker,ECONOMIC SECTION: J. Robert Fluker,ECONOMIC SECTION, J. Robert Fluker,,J.,Robert,Fluker,,Robert,Robert Fluker
COMMERICAL SECTION: Harold C. Voorhees,COMMERICAL SECTION: Harold C. Voorhees,COMMERICAL SECTION: Harold C. Voorhees,COMMERICAL SECTION, Harold C. Voorhees,,Harold,C.,Voorhees,,Harold,Harold Voorhees
AGRICULTURAL ATTACHE: Samuel H. Work,AGRICULTURAL ATTACHE: Samuel H. Work,AGRICULTURAL ATTACHE: Samuel H. Work,AGRICULTURAL ATTACHE, Samuel H. Work,,Samuel,H.,Work,,Samuel,Samuel Work
AID MISSION DIRECTOR: Tracy S. Park,AID MISSION DIRECTOR: Tracy S. Park,AID MISSION DIRECTOR: Tracy S. Park,AID MISSION DIRECTOR, Tracy S. Park,,Tracy,S.,Park,,Tracy,Tracy Park
AMBASSADOR: William Witman II,AMBASSADOR: William Witman II,AMBASSADOR: William Witman II,AMBASSADOR, William Witman II,,William,,Witman,II,William,William Witman
DEPUTY CHIEF OF MISSION: William B. Hussey,DEPUTY CHIEF OF MISSION: William B. Hussey,DEPUTY CHIEF OF MISSION: William B. Hussey,DEPUTY CHIEF OF MISSION, William B. Hussey,,William,B.,Hussey,,William,William Hussey
ECONOMIC SECTION: Charles H. Hallock,ECONOMIC SECTION: Charles H. Hallock,ECONOMIC SECTION: Charles H. Hallock,ECONOMIC SECTION, Charles H. Hallock,,Charles,H.,Hallock,,Charles,Charles Hallock
AMBASSADOR: Robert G. Miner,AMBASSADOR: Robert G. Miner,AMBASSADOR: Robert G. Miner,AMBASSADOR, Robert G. Miner,,Robert,G.,Miner,,Robert,Robert Miner
DEPUTY CHIEF OF MISSION: Park F. Wollam,DEPUTY CHIEF OF MISSION: Park F. Wollam,DEPUTY CHIEF OF MISSION: Park F. Wollam,DEPUTY CHIEF OF MISSION, Park F. Wollam,,Park,F.,Wollam,,Park,Park Wollam
POLITICAL SECTION: Adolf J. Lium,POLITICAL SECTION: Adolf J. Lium,POLITICAL SECTION: Adolf J. Lium,POLITICAL SECTION, Adolf J. Lium,,Adolf,J.,Lium,,Adolf,Adolf Lium
ECONOMIC SECTION: Robert Gwynn,ECONOMIC SECTION: Robert Gwynn,ECONOMIC SECTION: Robert Gwynn,ECONOMIC SECTION, Robert Gwynn,,Robert,,Gwynn,,Robert,Robert Gwynn
COMMERCIAL SECTION: Robert Gwynn,COMMERCIAL SECTION: Robert Gwynn,COMMERCIAL SECTION: Robert Gwynn,COMMERCIAL SECTION, Robert Gwynn,,Robert,,Gwynn,,Robert,Robert Gwynn
AGRICULTURAL ATTACHE: William B. Callan,AGRICULTURAL ATTACHE: William B. Callan,AGRICULTURAL ATTACHE: William B. Callan,AGRICULTURAL ATTACHE, William B. Callan,,William,B.,Callan,,William,William Callan
AMBASSADOR: Francis H. Russell,AMBASSADOR: Francis H. Russell,AMBASSADOR: Francis H. Russell,AMBASSADOR, Francis H. Russell,,Francis,H.,Russell,,Francis,Francis Russell
DEPUTY CHIEF OF MISSION: Leo G. Cyr,DEPUTY CHIEF OF MISSION: Leo G. Cyr,DEPUTY CHIEF OF MISSION: Leo G. Cyr,DEPUTY CHIEF OF MISSION, Leo G. Cyr,,Leo,G.,Cyr,,Leo,Leo Cyr
POLITICAL SECTION: Stephen H. McClintic,POLITICAL SECTION: Stephen H. McClintic,POLITICAL SECTION: Stephen H. McClintic,POLITICAL SECTION, Stephen H. McClintic,,Stephen,H.,McClintic,,Stephen,Stephen McClintic
ECONOMIC SECTION: Francois M. Dickman,ECONOMIC SECTION: Francois M. Dickman,ECONOMIC SECTION: Francois M. Dickman,ECONOMIC SECTION, Francois M. Dickman,,Francois,M.,Dickman,,Francois,Francois Dickman
AID MISSION DIRECTOR: Daly C Lavergne,AID MISSION DIRECTOR: Daly C Lavergne,AID MISSION DIRECTOR: Daly C Lavergne,AID MISSION DIRECTOR, Daly C Lavergne,,Daly,C,Lavergne,,Daly,Daly Lavergne
AMBASSADOR: Raymond A. Hare,AMBASSADOR: Raymond A. Hare,AMBASSADOR: Raymond A. Hare,AMBASSADOR, Raymond A. Hare,,Raymond,A.,Hare,,Raymond,Raymond Hare
DEPUTY CHIEF OF MISSION: Edwin W. Martin,DEPUTY CHIEF OF MISSION: Edwin W. Martin,DEPUTY CHIEF OF MISSION: Edwin W. Martin,DEPUTY CHIEF OF MISSION, Edwin W. Martin,,Edwin,W.,Martin,,Edwin,Edwin Martin
POLITICAL SECTION: Charles P. Clock,POLITICAL SECTION: Charles P. Clock,POLITICAL SECTION: Charles P. Clock,POLITICAL SECTION, Charles P. Clock,,Charles,P.,Clock,,Charles,Charles Clock
ECONOMIC SECTION: Randall S. Williams,ECONOMIC SECTION: Randall S. Williams,ECONOMIC SECTION: Randall S. Williams,ECONOMIC SECTION, Randall S. Williams,,Randall,S.,Williams,,Randall,Randall Williams
COUMERCIAL SECTION: Arthur U. i.llig,COUMERCIAL SECTION: Arthur U. i.llig,COUMERCIAL SECTION: Arthur U. i.llig,COUMERCIAL SECTION, Arthur U. i.llig,,Arthur,,U.,i.llig,Arthur,Arthur U.
AGRICULTURAL ATTACHE: Lloyd M. Adcock,AGRICULTURAL ATTACHE: Lloyd M. Adcock,AGRICULTURAL ATTACHE: Lloyd M. Adcock,AGRICULTURAL ATTACHE, Lloyd M. Adcock,,Lloyd,M.,Adcock,,Lloyd,Lloyd Adcock
CONSULATE GENERAL: Istembul,CONSULATE GENERAL: Istembul,CONSULATE GENERAL: Istembul,CONSULATE GENERAL, Istembul,,Istembul,,,,Istembul,Istembul 
"CONSUL GENERAL: V. Lansing Collins, T-.","CONSUL GENERAL: V. Lansing Collins, T-.","CONSUL GENERAL: V. Lansing Collins, T-.",CONSUL GENERAL," V. Lansing Collins, T-.",,T-.,,V. Lansing Collins,,T-.,T-. V. Lansing Collins
ECONOMIC SECTION: Wharton D. Hubbard,ECONOMIC SECTION: Wharton D. Hubbard,ECONOMIC SECTION: Wharton D. Hubbard,ECONOMIC SECTION, Wharton D. Hubbard,,Wharton,D.,Hubbard,,Wharton,Wharton Hubbard
COMMERCIAL SECTION: John C. Mallon,COMMERCIAL SECTION: John C. Mallon,COMMERCIAL SECTION: John C. Mallon,COMMERCIAL SECTION, John C. Mallon,,John,C.,Mallon,,John,John Mallon
CONSULATE GENERAL: Izmir,CONSULATE GENERAL: Izmir,CONSULATE GENERAL: Izmir,CONSULATE GENERAL, Izmir,,Izmir,,,,Izmir,Izmir 
CONSUL GENERAL: G. Lewis Schmidt,CONSUL GENERAL: G. Lewis Schmidt,CONSUL GENERAL: G. Lewis Schmidt,CONSUL GENERAL, G. Lewis Schmidt,,G.,Lewis,Schmidt,,Lewis,Lewis Schmidt
COMMERCIAL SECTION: William W. McGrew,COMMERCIAL SECTION: William W. McGrew,COMMERCIAL SECTION: William W. McGrew,COMMERCIAL SECTION, William W. McGrew,,William,W.,McGrew,,William,William McGrew
AMBASSADOR: Olcott H. Deming,AMBASSADOR: Olcott H. Deming,AMBASSADOR: Olcott H. Deming,AMBASSADOR, Olcott H. Deming,,Olcott,H.,Deming,,Olcott,Olcott Deming
DEPUTY CHIEF OF MISSION: Dennis A. Flynn,DEPUTY CHIEF OF MISSION: Dennis A. Flynn,DEPUTY CHIEF OF MISSION: Dennis A. Flynn,DEPUTY CHIEF OF MISSION, Dennis A. Flynn,,Dennis,A.,Flynn,,Dennis,Dennis Flynn
POLITICAL SECTION: W. Kennedy Cromwell,POLITICAL SECTION: W. Kennedy Cromwell,POLITICAL SECTION: W. Kennedy Cromwell,POLITICAL SECTION, W. Kennedy Cromwell,,W.,Kennedy,Cromwell,,Kennedy,Kennedy Cromwell
ECONOMIC SECTION: D. Dean Tyler,ECONOMIC SECTION: D. Dean Tyler,ECONOMIC SECTION: D. Dean Tyler,ECONOMIC SECTION, D. Dean Tyler,,D.,Dean,Tyler,,Dean,Dean Tyler
AID MISSION DIRECTOR: Newman Jeffrey,AID MISSION DIRECTOR: Newman Jeffrey,AID MISSION DIRECTOR: Newman Jeffrey,AID MISSION DIRECTOR, Newman Jeffrey,,Newman,,Jeffrey,,Newman,Newman Jeffrey
AMBASSADOR: Foy D. Kohler,AMBASSADOR: Foy D. Kohler,AMBASSADOR: Foy D. Kohler,AMBASSADOR, Foy D. Kohler,,Foy,D.,Kohler,,Foy,Foy Kohler
