year,rank,name,first_clean,middle,last,firstlast
1982,PAO, Marilyn McAfee,Marilyn,,McAfee,Marilyn McAfee
1982,LAB, Thomas,Thomas,,,Thomas 
1982,PO, Wayne S. Smith,Wayne,S.,Smith,Wayne Smith
1982,ADM, Saul S. Gefter,Saul,S.,Gefter,Saul Gefter
1982,CEO, CON:,CON:,,,CON: 
1982,CON, William W. Struck,William,W.,Struck,William Struck
1982,AMB, Raymond,Raymond,,,Raymond 
1982,ADM, William M. Campbell,William,M.,Campbell,William Campbell
1982,DCM, James,James,,,James 
1982,RSO, Lawrence A.,Lawrence,,A.,Lawrence A.
1982,PAO, F. Weston Fenhagen,Weston,Weston,Fenhagen,Weston Fenhagen
1982,POL, John U. Nix,John,U.,Nix,John Nix
1982,AGR, Alfred R. Persi,Alfred,R.,Persi,Alfred Persi
1982,CON, Charles,Charles,,,Charles 
1982,ODA, Col Richard D. McCall,Richard,D.,McCall,Richard McCall
1982,AMB," Jack F. Matlock, Jr.",Jack,F.,Matlock,Jack Matlock
1982,DCM, Martin A. Wenick,Martin,A.,Wenick,Martin Wenick
1982,ECO, Nicholas,Nicholas,,,Nicholas 
1982,COM, Stephan Wasylko,Stephan,,Wasylko,Stephan Wasylko
1982,CON, Richard,Richard,,,Richard 
1982,POL, James K. Connell,James,K.,Connell,James Connell
1982,ODA, Col Robert B. Piper,Robert,B.,Piper,Robert Piper
1982,ADM, Daniel,Daniel,,,Daniel 
1982,RSO, Rosemary Stefanka,Rosemary,,Stefanka,Rosemary Stefanka
1982,AMB," John L. Loeb, Jr.",John,L.,Loeb,John Loeb
1982,CON, Mildred J. Hall,Mildred,J.,Hall,Mildred Hall
1982,DCM, Arthur H. Hughes,Arthur,H.,Hughes,Arthur Hughes
1982,ADM," Roger E. Burgess, Jr.",Roger,E.,Burgess,Roger Burgess
1982,ECO, Matthew T. Lorimer,Matthew,T.,Lorimer,Matthew Lorimer
1982,AGR, Edmond,Edmond,,,Edmond 
1982,COM, Thomas J. Roesch,Thomas,J.,Roesch,Thomas Roesch
1982,PAO, Wesley D. Stewart,Wesley,D.,Stewart,Wesley Stewart
1982,POL, James,James,,,James 
1982,LAB, Don R. Kienzle,Don,R.,Kienzle,Don Kienzle
1982,AMB, Jerrold M. North,Jerrold,M.,North,Jerrold North
1982,LAB, Arlen Wilson,Arlen,,Wilson,Arlen Wilson
1982,ADM, Anne M. Hackett,Anne,M.,Hackett,Anne Hackett
1982,CON, Anne M. Hackett,Anne,M.,Hackett,Anne Hackett
1982,AID, Ellsworth M. Amundson,Ellsworth,M.,Amundson,Ellsworth Amundson
1982,AMB, Robert L. YOSt,Robert,L.,YOSt,Robert YOSt
1982,DCM, John D. Blacken,John,D.,Blacken,John Blacken
1982,AID, Philip,Philip,,,Philip 
1982,ECO, Carl B. Cunningham,Carl,B.,Cunningham,Carl Cunningham
1982,PAO, Robert A. Riccio,Robert,A.,Riccio,Robert Riccio
1982,COM, Rafael Fermoselle,Rafael,,Fermoselle,Rafael Fermoselle
1982,ODA," Col Jaime Sabater, Jr.",Jaime,,Sabater,Jaime Sabater
1982,POL, John D. Whiting,John,D.,Whiting,John Whiting
1982,CON, Dudley G. Sipprelle,Dudley,G.,Sipprelle,Dudley Sipprelle
1982,ADM, E. Lloyd Davis,Lloyd,Lloyd,Davis,Lloyd Davis
1982,RSO, James W. Lannon,James,W.,Lannon,James Lannon
1982,ADM, William A. Hyde,William,A.,Hyde,William Hyde
1982,AGR, W. Lynn Abbott,Lynn,Lynn,Abbott,Lynn Abbott
1982,DCM, John J. Youle,John,J.,Youle,John Youle
1982,AID, John A. Sambrailo,John,A.,Sambrailo,John Sambrailo
1982,ECO, Walter G. West,Walter,G.,West,Walter West
1982,PAO, Charles,Charles,,,Charles 
1982,COM, Algirdas J. Rimas,Algirdas,J.,Rimas,Algirdas Rimas
1982,NAU, David S. Arroyo,David,S.,Arroyo,David Arroyo
1982,POL, Arnold A. Issacs,Arnold,A.,Issacs,Arnold Issacs
1982,LAB, Stephen G. McFarland,Stephen,G.,McFarland,Stephen McFarland
1982,CON, Imogene Karawa,Imogene,,Karawa,Imogene Karawa
1982,CG, Wade H. Matthews,Wade,H.,Matthews,Wade Matthews
1982,ADM, Dalton C. Bohnet,Dalton,C.,Bohnet,Dalton Bohnet
1982,COM, Robert M. Shipley,Robert,M.,Shipley,Robert Shipley
1982,BPAO, Charles V. North,Charles,V.,North,Charles North
1982,CON, Donald D. Casteel,Donald,D.,Casteel,Donald Casteel
1982,AMB," Alfred L. Atherton, Jr.",Alfred,L.,Atherton,Alfred Atherton
1982,RSO, DCM;,DCM;,,,DCM; 
1982,DCM, Henry Precht,Henry,,Precht,Henry Precht
1982,AGR, Verle Lanier,Verle,,Lanier,Verle Lanier
1982,ECO, David J. Dunford,David,J.,Dunford,David Dunford
1982,AID, Donald S. Brown,Donald,S.,Brown,Donald Brown
1982,COM, Theodore,Theodore,,,Theodore 
1982,PAO, Victor B. Olason,Victor,B.,Olason,Victor Olason
1982,POL, Thomas J. Carolan,Thomas,J.,Carolan,Thomas Carolan
1982,SCI, Thomas,Thomas,,,Thomas 
1982,LAB, Eleanor Hicks,Eleanor,,Hicks,Eleanor Hicks
1982,CON, Marsha D. von,Marsha,D.,von,Marsha von
1982,ODA, Capt David J. Sperling,David,J.,Sperling,David Sperling
1982,ADM, Earl W. Bellinger,Earl,W.,Bellinger,Earl Bellinger
1982,CG, James,James,,,James 
1982,CON, Gary S. Usrey,Gary,S.,Usrey,Gary Usrey
1982,COM, Gary S. Usrey,Gary,S.,Usrey,Gary Usrey
1982,BPAO, David E. Seal,David,E.,Seal,David Seal
1982,AMB, Dean R. Hinton,Dean,R.,Hinton,Dean Hinton
1982,RSO, James J. Blysto,James,J.,Blysto,James Blysto
1982,DCM, Kenneth W. Bleakley,Kenneth,W.,Bleakley,Kenneth Bleakley
1982,POL, William H. Hallman,William,H.,Hallman,William Hallman
1982,LAB, William R. Brownfield,William,R.,Brownfield,William Brownfield
1982,AID, Peter W. Askin,Peter,W.,Askin,Peter Askin
1982,CON, George,George,,,George 
1982,PAO, Howard A. Lane,Howard,A.,Lane,Howard Lane
1982,ODA, Col Dennis M. Duggan,Dennis,M.,Duggan,Dennis Duggan
1982,AMB, Alan M. Hardy,Alan,M.,Hardy,Alan Hardy
1982,DCM, Joanne Thompson,Joanne,,Thompson,Joanne Thompson
1982,CON, Doris E. Wilmeth,Doris,E.,Wilmeth,Doris Wilmeth
1982,POL, Hugh Price,Hugh,,Price,Hugh Price
1982,ADM, John A.,John,,A.,John A.
1982,AMB," William Bodde, Jr.",William,,Bodde,William Bodde
1982,ADM, Robert Graninger,Robert,,Graninger,Robert Graninger
1982,DCM, Russell J. Surber,Russell,J.,Surber,Russell Surber
1982,AID, Robert V. Craig,Robert,V.,Craig,Robert Craig
1982,PAO, Vance Pace,Vance,,Pace,Vance Pace
1982,AMB, Keith F. Nyborg,Keith,F.,Nyborg,Keith Nyborg
1982,ADM, George H. Haines,George,H.,Haines,George Haines
1982,DCM, C. Arthur Borg,Arthur,Arthur,Borg,Arthur Borg
1982,AGR, William P. Huth,William,P.,Huth,William Huth
1982,ECO," Leo Cecchini,",Leo,,Cecchini,Leo Cecchini
1982,COM, Max,Max,,,Max 
1982,LAB, Edward,Edward,,,Edward 
1982,PAO, Lynn H. Noah,Lynn,H.,Noah,Lynn Noah
1982,POL, William,William,,,William 
1982,CON, Thomas,Thomas,,,Thomas 
1982,AMB, Evan G. Galbraith,Evan,G.,Galbraith,Evan Galbraith
1982,CON, William D. Morgan,William,D.,Morgan,William Morgan
1982,DCM, Christian,Christian,,,Christian 
1982,ADM, Charles E. Emmons,Charles,E.,Emmons,Charles Emmons
1982,ECO, Michael,Michael,,,Michael 
1982,RSO, Mark E. Mulvey,Mark,E.,Mulvey,Mark Mulvey
1982,FIN, Edgar J. Gordon,Edgar,J.,Gordon,Edgar Gordon
1982,SCI, Abraham S.,Abraham,,S.,Abraham S.
1982,COM, Roderick,Roderick,,,Roderick 
1982,POL, Francis,Francis,,,Francis 
1982,AGR, Frank Padovano,Frank,,Padovano,Frank Padovano
1982,LAB, John O. Grimes,John,O.,Grimes,John Grimes
1982,PAO, John L. Hedges,John,L.,Hedges,John Hedges
1982,TRADE DIV, Carol K. Stocker,Carol,K.,Stocker,Carol Stocker
1982,ADM OFF, Kenneth N. Peltier,Kenneth,N.,Peltier,Kenneth Peltier
1982,SCI ATT, Robert Morris,Robert,,Morris,Robert Morris
1982,AGR COUNS," Fred A. Mangum, Jr.",Fred,A.,Mangum,Fred Mangum
1982,US REP DAC, Kenneth M. Kauffman,Kenneth,M.,Kauffman,Kenneth Kauffman
1982,CARIBBEAN DEPT, US MISSION TO THE UNITED NATIONS EDUCA,MISSION,TO THE UNITED NATIONS,EDUCA,MISSION EDUCA
1982,US REP, Amb. Jean B. Gerard,Jean,B.,Gerard,Jean Gerard
1982,DEP, Elkin Taylor,Elkin,,Taylor,Elkin Taylor
1982,CG, Charles T. Sylvester,Charles,T.,Sylvester,Charles Sylvester
1982,CON, Douglas B. Leonnig,Douglas,B.,Leonnig,Douglas Leonnig
1982,CG, Carroll L. Floyd,Carroll,L.,Floyd,Carroll Floyd
1982,CON, Guyle E. Cavin,Guyle,E.,Cavin,Guyle Cavin
1982,CG, Edward M. Sacchet,Edward,M.,Sacchet,Edward Sacchet
1982,CON, Phyllis S. Anderson,Phyllis,S.,Anderson,Phyllis Anderson
1982,CG, Robert O. Homme,Robert,O.,Homme,Robert Homme
1982,CON, Richard A. Dwyer,Richard,A.,Dwyer,Richard Dwyer
1982,LAB, Anthony,Anthony,,,Anthony 
1982,AMB, Francis T. McNamara,Francis,T.,McNamara,Francis McNamara
1982,ADM, Peter F. Spalding,Peter,F.,Spalding,Peter Spalding
1982,DCM, Kevin J. McGuire,Kevin,J.,McGuire,Kevin McGuire
1982,PAO, Fred M. Shaver,Fred,M.,Shaver,Fred Shaver
1982,CON, Ross S. Douthard,Ross,S.,Douthard,Ross Douthard
1982,AMB, Larry G. Piper,Larry,G.,Piper,Larry Piper
1982,LAB, Eric Svendsen,Eric,,Svendsen,Eric Svendsen
1982,CON, Richard D.,Richard,,D.,Richard D.
1982,AID, Thomas A. Moser,Thomas,A.,Moser,Thomas Moser
1982,ADM, Jeanette,Jeanette,,,Jeanette 
1982,ODA, Ltc. Roy Shelton,Roy,,Shelton,Roy Shelton
1982,AMB, Herbert S. Okun,Herbert,S.,Okun,Herbert Okun
1982,ADM, Ruth L. Willow,Ruth,L.,Willow,Ruth Willow
1982,DCM," Walter B. Smith, ll",ll,,Walter B. Smith,ll Walter B. Smith
1982,RSO, William H. O'Rourke,William,H.,O'Rourke,William O'Rourke
1982,AGR, Stephen D. Yoder,Stephen,D.,Yoder,Stephen Yoder
1982,POL, Alan R. Thompson,Alan,R.,Thompson,Alan Thompson
1982,CON, Carl,Carl,,,Carl 
1982,AMB, Arthur F. Burns,Arthur,F.,Burns,Arthur Burns
1982,ADM, Robert E. Lamb,Robert,E.,Lamb,Robert Lamb
1982,DCM, William M. Woessner,William,M.,Woessner,William Woessner
1982,RSO, James F. Bermingham,James,F.,Bermingham,James Bermingham
1982,ECO, Charles T. York,Charles,T.,York,Charles York
1982,SCI, Dr. Allen J. Vander,Allen,J.,Vander,Allen Vander
1982,COM, Walter E. Stadtler,Walter,E.,Stadtler,Walter Stadtler
1982,FIN, Edzard S. Hermberg,Edzard,S.,Hermberg,Edzard Hermberg
1982,AGR, Dale B. Douglas,Dale,B.,Douglas,Dale Douglas
1982,PAO, Hans N. Tuch,Hans,N.,Tuch,Hans Tuch
1982,LAB, Robert A. Senser,Robert,A.,Senser,Robert Senser
1982,ODA," Col Mack L. Gibson,",Mack,L.,Gibson,Mack Gibson
1982,CON, William E. Ryerson,William,E.,Ryerson,William Ryerson
1982,DIR, William J. Lynch,William,J.,Lynch,William Lynch
1982,ACM, Nelson,Nelson,,,Nelson 
1982,POL, Brunson,Brunson,,,Brunson 
1982,DEP, Ernest A. Nagy,Ernest,A.,Nagy,Ernest Nagy
1982,CON, Robert O. Blucker,Robert,O.,Blucker,Robert Blucker
1982,ECO, Ronald B.,Ronald,,B.,Ronald B.
1982,ADM, J. Michael O'Brien,Michael,Michael,O'Brien,Michael O'Brien
1982,BPAO, Paul Modic,Paul,,Modic,Paul Modic
1982,COM, James W. Lamont,James,W.,Lamont,James Lamont
1982,CON, Diana Henshaw,Diana,,Henshaw,Diana Henshaw
1982,COM, Patrick T. O'Connor,Patrick,T.,O'Connor,Patrick O'Connor
1982,BPAO, Ralph H. Ruedy,Ralph,H.,Ruedy,Ralph Ruedy
1982,ADM, Earl D. Mannoia,Earl,D.,Mannoia,Earl Mannoia
1982,CG, David A. Betts,David,A.,Betts,David Betts
1982,RSO, Clifton,Clifton,,,Clifton 
1982,DPO, James,James,,,James 
1982,BPAO, Edwin P. Kennedy,Edwin,P.,Kennedy,Edwin Kennedy
1982,COM, Walter Hage,Walter,,Hage,Walter Hage
1982,POLAD, Charles A. Schmitz,Charles,A.,Schmitz,Charles Schmitz
1982,CON, Vernon D. Penner,Vernon,D.,Penner,Vernon Penner
1982,ADM, Terrance,Terrance,,,Terrance 
1982,CG, Grant E. Mouser ||,Grant,E. Mouser,||,Grant ||
1982,ADM, Jerzy J. Hauptmann,Jerzy,J.,Hauptmann,Jerzy Hauptmann
1982,COM, Suresh (Sam) Dhir,Suresh,,Dhir,Suresh Dhir
1982,BPAO, Peter T. Becskehazy,Peter,T.,Becskehazy,Peter Becskehazy
1982,CON, Robert C. Stebbins,Robert,C.,Stebbins,Robert Stebbins
1982,ATO, Jon E. Falck,Jon,E.,Falck,Jon Falck
1982,CG, Carroll,Carroll,,,Carroll 
1982,CON, Sarah L. Nathness,Sarah,L.,Nathness,Sarah Nathness
1982,COM, George,George,,,George 
1982,ADM, Donald J. Musch,Donald,J.,Musch,Donald Musch
1982,POL, Norman H. Frisbie,Norman,H.,Frisbie,Norman Frisbie
1982,BPAO, Edwin C. Pancoast,Edwin,C.,Pancoast,Edwin Pancoast
1982,CG, Charles A. Kiselyak,Charles,A.,Kiselyak,Charles Kiselyak
1982,POLAD, Albert Francis,Albert,,Francis,Albert Francis
1982,COM, Jack M. Carle,Jack,M.,Carle,Jack Carle
1982,CON, Mary E. Von Briesen,Mary,E.,Von Briesen,Mary Von Briesen
1982,POLAD, Francis J. Seidner,Francis,J.,Seidner,Francis Seidner
1982,ADM, Leroy Beal,Leroy,,Beal,Leroy Beal
1982,BPAO, Lloyd D. Hagan,Lloyd,D.,Hagan,Lloyd Hagan
1982,AMB, Thomas W. Smith,Thomas,W.,Smith,Thomas Smith
1982,DCM, Roderick,Roderick,,,Roderick 
1982,ECO, Robert P. Coe,Robert,P.,Coe,Robert Coe
1982,AID, Gerald H. Zarr,Gerald,H.,Zarr,Gerald Zarr
1982,COM, Vicky C. Eicher,Vicky,C.,Eicher,Vicky Eicher
1982,PAO, Bruce R. Koch,Bruce,R.,Koch,Bruce Koch
1982,POL, Lars H. Hydle,Lars,H.,Hydle,Lars Hydle
1982,ODA, Col John Y. Ching,John,Y.,Ching,John Ching
1982,CON, William J. Duffy,William,J.,Duffy,William Duffy
1982,ADM, Michael J. Hinton,Michael,J.,Hinton,Michael Hinton
1982,AMB, Monteagle Stearns,Monteagle,,Stearns,Monteagle Stearns
1982,RSO, James E. Dandridge,James,E.,Dandridge,James Dandridge
1982,DCM, Milton Kovner,Milton,,Kovner,Milton Kovner
1982,AGR, Gerald W. Shelden,Gerald,W.,Shelden,Gerald Shelden
1982,ECO, William E. Rau,William,E.,Rau,William Rau
1982,PAO, James F. Bradshaw,James,F.,Bradshaw,James Bradshaw
1982,COM, Samuel C. Fromowitz,Samuel,C.,Fromowitz,Samuel Fromowitz
1982,ODA, Capt Thomas V. Solan,Thomas,V.,Solan,Thomas Solan
1982,POL, Charles W. McCaskill,Charles,W.,McCaskill,Charles McCaskill
1982,LAB, Gregory L. Mattson,Gregory,L.,Mattson,Gregory Mattson
1982,CON, Garrett Burke,Garrett,,Burke,Garrett Burke
1982,ADM, Thaddeus J. Figura,Thaddeus,J.,Figura,Thaddeus Figura
1982,DIR, J. Roger McCauley,Roger,Roger,McCauley,Roger McCauley
1982,CG, Michael,Michael,,,Michael 
1982,CON, James J. Murray,James,J.,Murray,James Murray
1982,BPAO, Barr,Barr,,,Barr 
1982,AMB, Frederic L. Chapin,Frederic,L.,Chapin,Frederic Chapin
1982,RSO," Willard Marsden, Jr.",Willard,,Marsden,Willard Marsden
1982,DCM, Melvin E. Sinn,Melvin,E.,Sinn,Melvin Sinn
1982,ECO, David B. Timmins,David,B.,Timmins,David Timmins
1982,AID, Eliseo Carrasco,Eliseo,,Carrasco,Eliseo Carrasco
1982,COM, Robert W. Miller,Robert,W.,Miller,Robert Miller
1982,PAO, POL.,POL.,,,POL. 
1982,POL, Richard C. Graham,Richard,C.,Graham,Richard Graham
1982,ROCAP, Henry H. Bassford,Henry,H.,Bassford,Henry Bassford
1982,LAB, Raymond J. Gonzales,Raymond,J.,Gonzales,Raymond Gonzales
1982,ODA, Col George Maynes,George,,Maynes,George Maynes
1982,ADM, Walter M. Notheis,Walter,M.,Notheis,Walter Notheis
1982,AMB, Allen C. Davis,Allen,C.,Davis,Allen Davis
1982,ADM, Walter Greenfield,Walter,,Greenfield,Walter Greenfield
1982,DCM, Dalton V. Killion,Dalton,V.,Killion,Dalton Killion
1982,AGR, Walter A. Stern,Walter,A.,Stern,Walter Stern
1982,POL," Victor P. Kohl, Jr.",Victor,P.,Kohl,Victor Kohl
1982,AID, Walter J. Sherwin,Walter,J.,Sherwin,Walter Sherwin
1982,CON, Michael B. Sealy,Michael,B.,Sealy,Michael Sealy
1982,PAO, Mary R. Jones,Mary,R.,Jones,Mary Jones
1982,ODA," Lt. Roy Shelton, Jr.",Roy,,Shelton,Roy Shelton
1982,ADM, Paul L. Smith,Paul,L.,Smith,Paul Smith
1982,DCM, Peter S. Maher,Peter,S.,Maher,Peter Maher
1982,AMB, Gerald E. Thomas,Gerald,E.,Thomas,Gerald Thomas
1982,ADM, Francis Matthews,Francis,,Matthews,Francis Matthews
1982,DCM, Dennis C. Goodman,Dennis,C.,Goodman,Dennis Goodman
1982,POL, Thomas W. Sonandres,Thomas,W.,Sonandres,Thomas Sonandres
1982,CON, Micaela A. Cella,Micaela,A.,Cella,Micaela Cella
1982,AID, David A. Cohen,David,A.,Cohen,David Cohen
1982,PAO, Thavanh Svengsouk,Thavanh,,Svengsouk,Thavanh Svengsouk
1982,AMB, Ernest H. Preeg,Ernest,H.,Preeg,Ernest Preeg
1982,ADM, Harlie L. Smith,Harlie,L.,Smith,Harlie Smith
1982,DCM, Gerald N. Desantillana,Gerald,N.,Desantillana,Gerald Desantillana
1982,COM, B. Paul Scogna,Paul,Paul,Scogna,Paul Scogna
1982,POL, G. Jean Soso,Jean,Jean,Soso,Jean Soso
1982,AID, Harlan Hobgood,Harlan,,Hobgood,Harlan Hobgood
1982,CON, Ernest B. Dane ||,Ernest,B. Dane,||,Ernest ||
1982,PAO, TEGUCIGALPA,TEGUCIGALPA,,,TEGUCIGALPA 
1982,AMB, John D. Negroponte,John,D.,Negroponte,John Negroponte
1982,DCM, William G. Walker,William,G.,Walker,William Walker
1982,ECO, Paul H. Wackerbarth,Paul,H.,Wackerbarth,Paul Wackerbarth
1982,COM, Robert J. Higgins,Robert,J.,Higgins,Robert Higgins
1982,POL, David G. Shaw,David,G.,Shaw,David Shaw
1982,PAO, Cresencio,Cresencio,,,Cresencio 
1982,ODA, Col Dale Bollert,Dale,,Bollert,Dale Bollert
1982,CON, Sarah Horsey,Sarah,,Horsey,Sarah Horsey
1982,ADM, George W. Clift,George,W.,Clift,George Clift
1982,CON, Theodore,Theodore,,,Theodore 
1982,DPO, Richard Williams,Richard,,Williams,Richard Williams
1982,ADM, Thomas Solitario,Thomas,,Solitario,Thomas Solitario
1982,ECO, Henry A. Engelbrecht,Henry,A.,Engelbrecht,Henry Engelbrecht
1982,RSO, David B. Marshall,David,B.,Marshall,David Marshall
1982,COM, William C. Jackson,William,C.,Jackson,William Jackson
1982,AGR, G. E. Heslop,E.,E.,Heslop,E. Heslop
1982,POL, Peter W. Colm,Peter,W.,Colm,Peter Colm
1982,PAO, Michael M. Yaki,Michael,M.,Yaki,Michael Yaki
1982,AMB," Harry E. Bergold, Jr.",Harry,E.,Bergold,Harry Bergold
1982,RSO, Philip E. Jornlin,Philip,E.,Jornlin,Philip Jornlin
1982,DCM, Roland K. Kuchel,Roland,K.,Kuchel,Roland Kuchel
1982,ECO, Basil G. Scarlis,Basil,G.,Scarlis,Basil Scarlis
1982,COM, Michael J. Hegedus,Michael,J.,Hegedus,Michael Hegedus
1982,POL, John F. Tefft,John,F.,Tefft,John Tefft
1982,CON, Daniel J. Morris,Daniel,J.,Morris,Daniel Morris
1982,ODA, Col Ralph D. Miller,Ralph,D.,Miller,Ralph Miller
1982,ADM, David C. Bennett,David,C.,Bennett,David Bennett
1982,AMB, Marshal| Brement,Marshal|,,Brement,Marshal| Brement
1982,POL, Elizabeth P. Spiro,Elizabeth,P.,Spiro,Elizabeth Spiro
1982,DCM, Paul F. Canney,Paul,F.,Canney,Paul Canney
1982,CON, David G. Whittlesey,David,G.,Whittlesey,David Whittlesey
1982,ADM, Albert E. Schrock,Albert,E.,Schrock,Albert Schrock
1982,PAO, Thomas M. Martin,Thomas,M.,Martin,Thomas Martin
1982,AMB," Harry G. Barnes, Jr.",Harry,G.,Barnes,Harry Barnes
1982,RSO, Stanley Bielinski,Stanley,,Bielinski,Stanley Bielinski
1982,DCM, Archer K. Blood,Archer,K.,Blood,Archer Blood
1982,SCI, Robert A. Stella,Robert,A.,Stella,Robert Stella
1982,ECO, Martin G. Heflin,Martin,G.,Heflin,Martin Heflin
1982,AGR, W. Garth Thorburn,Garth,Garth,Thorburn,Garth Thorburn
1982,COM, Hallock,Hallock,,,Hallock 
1982,AID, Priscilla,Priscilla,,,Priscilla 
1982,PAO, Michael,Michael,,,Michael 
1982,LAB, James,James,,,James 
1982,ODA, Col Robert A. Farr,Robert,A.,Farr,Robert Farr
1982,CON, Bobby L. Watson,Bobby,L.,Watson,Bobby Watson
1982,ADM, Byron D. Walker,Byron,D.,Walker,Byron Walker
1982,CG, J. Bruce Amstutz,Bruce,Bruce,Amstutz,Bruce Amstutz
1982,CON, Joyce A. Smith,Joyce,A.,Smith,Joyce Smith
1982,ADM, Robert B. Courtney,Robert,B.,Courtney,Robert Courtney
1982,COM, Monroe E. Aderhold,Monroe,E.,Aderhold,Monroe Aderhold
1982,BPAO, Edgar E. Noel,Edgar,E.,Noel,Edgar Noel
1982,CG, George Sherman,George,,Sherman,George Sherman
1982,CON, Roger D. Pierce,Roger,D.,Pierce,Roger Pierce
1982,ADM, Grafton Jenkins,Grafton,,Jenkins,Grafton Jenkins
1982,BPAO, Frank P. Catanoso,Frank,P.,Catanoso,Frank Catanoso
1982,POL, William D. Murray,William,D.,Murray,William Murray
1982,CG, Douglas M. Cochran,Douglas,M.,Cochran,Douglas Cochran
1982,ADM, Alberta Rorick,Alberta,,Rorick,Alberta Rorick
1982,BPAO, Christopher,Christopher,,,Christopher 
1982,CON, M. Patricia Wazer,Patricia,Patricia,Wazer,Patricia Wazer
1982,CHG, John C. Monjo,John,C.,Monjo,John Monjo
1982,ADM, Frank M. Ravndal,Frank,M.,Ravndal,Frank Ravndal
1982,ECO, Joseph A. Winder,Joseph,A.,Winder,Joseph Winder
1982,RSO, Stephen H. Jacobs,Stephen,H.,Jacobs,Stephen Jacobs
1982,COM, Franklin J. Kline,Franklin,J.,Kline,Franklin Kline
1982,AID, William P. Fuller IV,William,P.,Fuller,William Fuller
1982,POL, W. Scott Butcher,Scott,Scott,Butcher,Scott Butcher
1982,AGR, Alan W. Trick,Alan,W.,Trick,Alan Trick
1982,LAB, Edward B. Rosenthal,Edward,B.,Rosenthal,Edward Rosenthal
1982,PAO," Fred A. Coffey, Jr.",Fred,A.,Coffey,Fred Coffey
1982,ODA, Col John Kizirian,John,,Kizirian,John Kizirian
1982,PO, Susan,Susan,,,Susan 
1982,ADM, Larry J. Kozak,Larry,J.,Kozak,Larry Kozak
1982,BPAO, Patricia Sharpe,Patricia,,Sharpe,Patricia Sharpe
1982,CON, Roger P. Sherman,Roger,P.,Sherman,Roger Sherman
1982,PO, Philip Gill,Philip,,Gill,Philip Gill
1982,ADM, Alfreda Meyers,Alfreda,,Meyers,Alfreda Meyers
1982,BPAO, Nicholas,Nicholas,,,Nicholas 
1982,PO," William L. Eagleton, Jr.",William,L.,Eagleton,William Eagleton
1982,CON, Robert W. Dry,Robert,W.,Dry,Robert Dry
1982,DPO, Barbara K. Bodine,Barbara,K.,Bodine,Barbara Bodine
1982,ADM, Richard H. Smyth,Richard,H.,Smyth,Richard Smyth
1982,ECO, Robert C. Campbell,Robert,C.,Campbell,Robert Campbell
1982,AGR, Pitamber Devgon,Pitamber,,Devgon,Pitamber Devgon
1982,COM, Hampton E. Brown,Hampton,E.,Brown,Hampton Brown
1982,POL, Gene M. McGill,Gene,M.,McGill,Gene McGill
1982,PAO, Walter White,Walter,,White,Walter White
1982,ADM, John H. Dieffenderfer,John,H.,Dieffenderfer,John Dieffenderfer
1982,CHG, Charles,Charles,,,Charles 
1982,AGR, Margaret,Margaret,,,Margaret 
1982,PAO, Ronald D. Clifton,Ronald,D.,Clifton,Ronald Clifton
1982,POL, W. Alan Roy,Alan,Alan,Roy,Alan Roy
1982,CON, Manuel,Manuel,,,Manuel 
1982,AMB, Samuel W. Lewis,Samuel,W.,Lewis,Samuel Lewis
1982,ADM, Duane T. Linville,Duane,T.,Linville,Duane Linville
1982,DCM, William A. Brown,William,A.,Brown,William Brown
1982,RSO, Gerald Kilgore,Gerald,,Kilgore,Gerald Kilgore
1982,ECO, Richard D.,Richard,,D.,Richard D.
1982,SCI, Dennis C. Jett,Dennis,C.,Jett,Dennis Jett
1982,COM, Jay R. Grahame,Jay,R.,Grahame,Jay Grahame
1982,PAO, Maury Lee,Maury,,Lee,Maury Lee
1982,POL, Paul J. Hare,Paul,J.,Hare,Paul Hare
1982,ODA, Col Peter Hoag,Peter,,Hoag,Peter Hoag
1982,LAB, James F. Shea,James,F.,Shea,James Shea
1982,CON, James F. Hughes,James,F.,Hughes,James Hughes
1982,USICA, Via Boncompagni,Via,,Boncompagni,Via Boncompagni
1982,AMB, Maxwell M. Rabb,Maxwell,M.,Rabb,Maxwell Rabb
1982,CON, Norbert J. Krieg,Norbert,J.,Krieg,Norbert Krieg
1982,DCM, Peter Bridges,Peter,,Bridges,Peter Bridges
1982,ADM, Robert R.,Robert,,R.,Robert R.
1982,ECO, John W. Holmes,John,W.,Holmes,John Holmes
1982,FIN, Ciro DeFalco,Ciro,,DeFalco,Ciro DeFalco
1982,RSO, Arthur H. Brunetti,Arthur,H.,Brunetti,Arthur Brunetti
1982,COM, Alton Jenkens,Alton,,Jenkens,Alton Jenkens
1982,POL, Robert H. Frowick,Robert,H.,Frowick,Robert Frowick
1982,AGR, James P. Rudbeck,James,P.,Rudbeck,James Rudbeck
1982,PAO, Stanton H. Burnett,Stanton,H.,Burnett,Stanton Burnett
1982,LAB, Anthony G. Freeman,Anthony,G.,Freeman,Anthony Freeman
1982,ODA, Capt Ernest Till USN,Ernest,,Till,Ernest Till
1982,US REP, Roger A. Sorenson,Roger,A.,Sorenson,Roger Sorenson
1982,AGR, Avram E. Guroff,Avram,E.,Guroff,Avram Guroff
1982,DEP US REP, Michael D.,Michael,,D.,Michael D.
1982,AID, Eugene Moore,Eugene,,Moore,Eugene Moore
1982,CG, Peter K. Murphy,Peter,K.,Murphy,Peter Murphy
